boot,corpus,metric,point,sha,run,ms,rc,peak_kb
1787475254,synth100,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,2,226,0,0
1787475254,synth100,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,2,223,0,0
1787475254,synth100,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,2,232,0,0
1787475254,synth100,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,2,242,0,0
1787475254,synth100,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,2,130,0,0
1787475254,synth100,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,2,130,0,0
1787475254,synth100,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,2,130,0,0
1787475254,synth100,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,2,130,0,0
1787475254,synth100,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,2,128,0,0
1787475254,synth100,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,2,133,0,0
1787475254,synth100,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,2,132,0,0
1787475254,synth100,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,2,134,0,0
1787475254,synth100,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,2,132,0,0
1787475254,synth100,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,2,129,0,0
1787475254,synth100,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,2,134,0,0
1787475254,synth100,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,2,122,0,0
1787475254,synth100,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,3,220,0,0
1787475254,synth100,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,3,221,0,0
1787475254,synth100,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,3,222,0,0
1787475254,synth100,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,3,222,0,0
1787475254,synth100,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,3,235,0,0
1787475254,synth100,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,3,227,0,0
1787475254,synth100,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,3,135,0,0
1787475254,synth100,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,3,132,0,0
1787475254,synth100,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,3,130,0,0
1787475254,synth100,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,3,129,0,0
1787475254,synth100,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,3,132,0,0
1787475254,synth100,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,3,132,0,0
1787475254,synth100,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,3,134,0,0
1787475254,synth100,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,3,157,0,0
1787475254,synth100,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,3,131,0,0
1787475254,synth100,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,3,129,0,0
1787475254,synth100,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,3,133,0,0
1787475254,synth100,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,3,124,0,0
1787475254,synth100,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,4,222,0,0
1787475254,synth100,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,4,252,0,0
1787475254,synth100,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,4,230,0,0
1787475254,synth100,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,4,226,0,0
1787475254,synth100,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,4,227,0,0
1787475254,synth100,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,4,223,0,0
1787475254,synth100,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,4,131,0,0
1787475254,synth100,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,4,130,0,0
1787475254,synth100,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,4,138,0,0
1787475254,synth100,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,4,129,0,0
1787475254,synth100,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,4,137,0,0
1787475254,synth100,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,4,136,0,0
1787475254,synth100,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,4,138,0,0
1787475254,synth100,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,4,135,0,0
1787475254,synth100,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,4,132,0,0
1787475254,synth100,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,4,138,0,0
1787475254,synth100,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,4,132,0,0
1787475254,synth100,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,4,120,0,0
1787475254,synth100,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,5,227,0,0
1787475254,synth100,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,5,222,0,0
1787475254,synth100,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,5,229,0,0
1787475254,synth100,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,5,220,0,0
1787475254,synth100,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,5,228,0,0
1787475254,synth100,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,5,225,0,0
1787475254,synth100,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,5,136,0,0
1787475254,synth100,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,5,130,0,0
1787475254,synth100,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,5,128,0,0
1787475254,synth100,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,5,135,0,0
1787475254,synth100,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,5,134,0,0
1787475254,synth100,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,5,133,0,0
1787475254,synth100,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,5,133,0,0
1787475254,synth100,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,5,130,0,0
1787475254,synth100,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,5,132,0,0
1787475254,synth100,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,5,139,0,0
1787475254,synth100,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,5,131,0,0
1787475254,synth100,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,5,127,0,0
1787475254,synth100,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,1,3591,0,237732
1787475254,synth100,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,1,3556,0,237460
1787475254,synth100,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,1,3517,0,237560
1787475254,synth100,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,1,3556,0,237256
1787475254,synth100,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,1,3468,0,237428
1787475254,synth100,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,1,3434,0,237584
1787475254,synth100,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,1,3016,0,229196
1787475254,synth100,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,1,2761,0,220580
1787475254,synth100,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,1,2771,0,220524
1787475254,synth100,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,1,2548,0,47740
1787475254,synth100,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,1,2436,0,47808
1787475254,synth100,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,1,1072,0,47708
1787475254,synth100,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,1,926,0,47320
1787475254,synth100,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,1,925,0,47704
1787475254,synth100,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,1,894,0,47424
1787475254,synth100,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,1,964,0,47508
1787475254,synth100,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,1,903,0,47384
1787475254,synth100,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,1,871,0,47768
1787475254,synth100,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,2,3480,0,237784
1787475254,synth100,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,2,3571,0,237540
1787475254,synth100,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,2,3597,0,237620
1787475254,synth100,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,2,3729,0,237500
1787475254,synth100,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,2,3592,0,237544
1787475254,synth100,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,2,3477,0,237600
1787475254,synth100,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,2,2904,0,229240
1787475254,synth100,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,2,2737,0,220636
1787475254,synth100,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,2,2682,0,220428
1787475254,synth100,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,2,2382,0,47508
1787475254,synth100,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,2,2332,0,47420
1787475254,synth100,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,2,1093,0,47644
1787475254,synth100,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,2,892,0,47548
1787475254,synth100,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,2,890,0,47564
1787475254,synth100,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,2,897,0,47420
1787475254,synth100,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,2,927,0,47432
1787475254,synth100,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,2,906,0,47324
1787475254,synth100,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,2,912,0,47532
1787475254,synth100,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,3,3518,0,237804
1787475254,synth100,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,3,3520,0,237688
1787475254,synth100,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,3,3510,0,237388
1787475254,synth100,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,3,3568,0,237464
1787475254,synth100,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,3,3500,0,237600
1787475254,synth100,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,3,3507,0,237384
1787475254,synth100,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,3,2932,0,229160
1787475254,synth100,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,3,2680,0,220368
1787475254,synth100,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,3,2798,0,220460
1787475254,synth100,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,3,2519,0,47500
1787475254,synth100,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,3,2413,0,47524
1787475254,synth100,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,3,1059,0,47552
1787475254,synth100,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,3,925,0,47536
1787475254,synth100,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,3,1048,0,47584
1787475254,synth100,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,3,886,0,47636
1787475254,synth100,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,3,895,0,47548
1787475254,synth100,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,3,876,0,47356
1787475254,synth100,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,3,886,0,47380
1787475254,synth100,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,4,3508,0,237772
1787475254,synth100,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,4,3494,0,237804
1787475254,synth100,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,4,3529,0,237460
1787475254,synth100,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,4,3557,0,237720
1787475254,synth100,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,4,3704,0,237388
1787475254,synth100,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,4,3542,0,237428
1787475254,synth100,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,4,2982,0,229420
1787475254,synth100,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,4,2706,0,220608
1787475254,synth100,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,4,2695,0,220576
1787475254,synth100,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,4,2471,0,47508
1787475254,synth100,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,4,2371,0,47452
1787475254,synth100,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,4,1019,0,47404
1787475254,synth100,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,4,949,0,47536
1787475254,synth100,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,4,912,0,47500
1787475254,synth100,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,4,919,0,47616
1787475254,synth100,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,4,889,0,47192
1787475254,synth100,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,4,891,0,47500
1787475254,synth100,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,4,881,0,47512
1787475254,synth100,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,5,3499,0,237624
1787475254,synth100,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,5,3514,0,237596
1787475254,synth100,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,5,3439,0,237460
1787475254,synth100,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,5,3469,0,237428
1787475254,synth100,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,5,3458,0,237524
1787475254,synth100,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,5,3489,0,237428
1787475254,synth100,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,5,3012,0,229368
1787475254,synth100,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,5,2743,0,220436
1787475254,synth100,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,5,2768,0,220412
1787475254,synth100,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,5,2404,0,47568
1787475254,synth100,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,5,2404,0,47552
1787475254,synth100,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,5,998,0,47680
1787475254,synth100,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,5,900,0,47628
1787475254,synth100,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,5,910,0,47768
1787475254,synth100,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,5,888,0,47380
1787475254,synth100,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,5,908,0,47508
1787475254,synth100,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,5,892,0,47524
1787475254,synth100,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,5,872,0,47636
1787640634,tiny,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,1,87,0,0
1787640634,tiny,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,1,120,0,21872
1787640634,tiny,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,2,177,0,0
1787640634,tiny,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,2,108,0,21908
1787640634,tiny,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,3,89,0,0
1787640634,tiny,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,3,106,0,21920
1787640634,tiny,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,1,101,0,0
1787640634,tiny,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,1,117,0,21880
1787640634,tiny,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,2,99,0,0
1787640634,tiny,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,2,114,0,21872
1787640634,tiny,gen,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,3,99,0,0
1787640634,tiny,prep,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,3,111,0,21936
1787640634,tiny,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,1,90,0,0
1787640634,tiny,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,1,128,0,21796
1787640634,tiny,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,2,103,0,0
1787640634,tiny,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,2,109,0,22012
1787640634,tiny,gen,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,3,131,0,0
1787640634,tiny,prep,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,3,116,0,21912
1787640634,tiny,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,1,87,0,0
1787640634,tiny,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,1,107,0,21944
1787640634,tiny,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,2,88,0,0
1787640634,tiny,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,2,104,0,21944
1787640634,tiny,gen,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,3,106,0,0
1787640634,tiny,prep,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,3,103,0,21888
1787640634,tiny,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,1,84,0,0
1787640634,tiny,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,1,102,0,21872
1787640634,tiny,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,2,91,0,0
1787640634,tiny,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,2,134,0,21884
1787640634,tiny,gen,p04,64f03fce29369b2878614fb136c38ae2fac4265c,3,85,0,0
1787640634,tiny,prep,p04,64f03fce29369b2878614fb136c38ae2fac4265c,3,133,0,21940
1787640634,tiny,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,1,86,0,0
1787640634,tiny,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,1,115,0,21884
1787640634,tiny,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,2,85,0,0
1787640634,tiny,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,2,109,0,22004
1787640634,tiny,gen,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,3,94,0,0
1787640634,tiny,prep,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,3,105,0,21888
1787640634,tiny,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,1,93,0,0
1787640634,tiny,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,1,119,0,21888
1787640634,tiny,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,2,91,0,0
1787640634,tiny,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,2,111,0,21880
1787640634,tiny,gen,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,3,87,0,0
1787640634,tiny,prep,p06,52b0b62f7d829d39a41a275a01c6a2d579318400,3,140,0,21884
1787640634,tiny,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,1,85,0,0
1787640634,tiny,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,1,145,0,21844
1787640634,tiny,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,2,91,0,0
1787640634,tiny,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,2,108,0,21812
1787640634,tiny,gen,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,3,88,0,0
1787640634,tiny,prep,p07,c9424396bc7c2f40686e576ac99b23c77687cfee,3,125,0,21996
1787640634,tiny,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,1,93,0,0
1787640634,tiny,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,1,108,0,21944
1787640634,tiny,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,2,87,0,0
1787640634,tiny,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,2,106,0,21948
1787640634,tiny,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,3,116,0,0
1787640634,tiny,prep,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,3,148,0,21812
1787640634,tiny,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,1,89,0,0
1787640634,tiny,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,1,110,0,21880
1787640634,tiny,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,2,88,0,0
1787640634,tiny,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,2,104,0,21936
1787640634,tiny,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,3,96,0,0
1787640634,tiny,prep,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,3,114,0,21824
1787640634,tiny,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,1,94,0,0
1787640634,tiny,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,1,113,0,21912
1787640634,tiny,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,2,95,0,0
1787640634,tiny,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,2,176,0,21824
1787640634,tiny,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,3,88,0,0
1787640634,tiny,prep,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,3,115,0,21940
1787640634,tiny,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,1,88,0,0
1787640634,tiny,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,1,121,0,21884
1787640634,tiny,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,2,90,0,0
1787640634,tiny,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,2,101,0,21872
1787640634,tiny,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,3,90,0,0
1787640634,tiny,prep,p11,406e50d90eb704f98322f2a2ab6de211d988c676,3,113,0,21880
1787640634,tiny,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,1,96,0,0
1787640634,tiny,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,1,321,0,21884
1787640634,tiny,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,2,109,0,0
1787640634,tiny,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,2,107,0,21884
1787640634,tiny,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,3,132,0,0
1787640634,tiny,prep,p12,26e4ff38647c6336f69f1df0772b495105d76abd,3,116,0,21920
1787640634,tiny,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,1,135,0,0
1787640634,tiny,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,1,104,0,21888
1787640634,tiny,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,2,95,0,0
1787640634,tiny,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,2,104,0,21940
1787640634,tiny,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,3,133,0,0
1787640634,tiny,prep,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,3,123,0,21996
1787640634,tiny,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,1,88,0,0
1787640634,tiny,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,1,128,0,21884
1787640634,tiny,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,2,93,0,0
1787640634,tiny,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,2,105,0,21824
1787640634,tiny,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,3,89,0,0
1787640634,tiny,prep,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,3,107,0,21864
1787640634,tiny,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,1,87,0,0
1787640634,tiny,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,1,102,0,21812
1787640634,tiny,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,2,87,0,0
1787640634,tiny,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,2,119,0,21868
1787640634,tiny,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,3,89,0,0
1787640634,tiny,prep,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,3,102,0,21824
1787640634,tiny,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,1,88,0,0
1787640634,tiny,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,1,107,0,21884
1787640634,tiny,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,2,85,0,0
1787640634,tiny,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,2,101,0,21880
1787640634,tiny,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,3,83,0,0
1787640634,tiny,prep,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,3,101,0,21812
1787640634,tiny,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,1,98,0,0
1787640634,tiny,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,1,107,0,21932
1787640634,tiny,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,2,87,0,0
1787640634,tiny,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,2,101,0,21876
1787640634,tiny,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,3,92,0,0
1787640634,tiny,prep,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,3,100,0,21876
1787640634,tiny,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,4,88,0,0
1787640634,tiny,prep,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,4,112,0,21944
1787640634,tiny,gen,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,5,93,0,0
